Filename, Expected Match, Found Match (Top-top_5), Correct Match?, Matched Names
Aitor_Gonzalez_0001.jpg, Yes, Yes, YES, Aitor_Gonzalez_0002.jpg
Akbar_Hashemi_Rafsanjani_0003.jpg, Yes, Yes, YES, Akbar_Hashemi_Rafsanjani_0001.jpg
Akhmed_Zakayev_0001.jpg, Yes, Yes, YES, Akhmed_Zakayev_0003.jpg
Al_Davis_0001.jpg, Yes, Yes, YES, Al_Davis_0002.jpg
Al_Gore_0008.jpg, Yes, No, NO, 
Al_Pacino_0003.jpg, Yes, Yes, YES, Al_Pacino_0001.jpg
Al_Sharpton_0005.jpg, Yes, Yes, YES, Al_Sharpton_0002.jpg
Alan_Ball_0001.jpg, Yes, Yes, YES, Alan_Ball_0002.jpg
Alan_Greenspan_0005.jpg, Yes, Yes, YES, Alan_Greenspan_0004.jpg
Alan_Mulally_0002.jpg, Yes, Yes, YES, Alan_Mulally_0001.jpg
Alastair_Campbell_0005.jpg, Yes, Yes, YES, Alastair_Campbell_0001.jpg
Albert_Costa_0002.jpg, Yes, No, NO, 
Alberto_Fujimori_0001.jpg, Yes, Yes, YES, Alberto_Fujimori_0002.jpg, Chen_Shui-bian_0005.jpg, Annette_Lu_0002.jpg
Alberto_Ruiz_Gallardon_0001.jpg, Yes, No, NO, 
Albrecht_Mentz_0001.jpg, Yes, Yes, YES, Albrecht_Mentz_0002.jpg
Aldo_Paredes_0001.jpg, Yes, No, NO, 
Alec_Baldwin_0004.jpg, Yes, Yes, YES, Alec_Baldwin_0001.jpg
Alejandro_Atchugarry_0001.jpg, Yes, Yes, YES, Alejandro_Atchugarry_0002.jpg
Alejandro_Avila_0002.jpg, Yes, No, NO, 
Alejandro_Toledo_0039.jpg, Yes, Yes, YES, Alejandro_Toledo_0028.jpg
Aleksander_Kwasniewski_0002.jpg, Yes, Yes, YES, Aleksander_Kwasniewski_0001.jpg
Alex_Barros_0001.jpg, Yes, No, NO, 
Alex_Penelas_0001.jpg, Yes, Yes, YES, Alex_Penelas_0002.jpg
Alex_Sink_0003.jpg, Yes, Yes, YES, Alex_Sink_0002.jpg
Alexander_Downer_0003.jpg, Yes, Yes, YES, Alexander_Downer_0002.jpg
Alexander_Losyukov_0002.jpg, Yes, Yes, YES, Alexander_Losyukov_0004.jpg
Alexander_Rumyantsev_0002.jpg, Yes, Yes, YES, Alexander_Rumyantsev_0001.jpg
Alexandra_Stevenson_0001.jpg, Yes, Yes, YES, Alexandra_Stevenson_0002.jpg
Alexandra_Vodjanikova_0001.jpg, Yes, Yes, YES, Alexandra_Vodjanikova_0002.jpg
Ali_Abbas_0002.jpg, Yes, Yes, YES, Ali_Abbas_0001.jpg
Ali_Khamenei_0003.jpg, Yes, No, NO, 
Ali_Naimi_0002.jpg, Yes, Yes, YES, Ali_Naimi_0006.jpg
Alice_Fisher_0002.jpg, Yes, Yes, YES, Alice_Fisher_0001.jpg
Alicia_Silverstone_0002.jpg, Yes, No, NO, 
Alimzhan_Tokhtakhounov_0002.jpg, Yes, Yes, YES, Alimzhan_Tokhtakhounov_0001.jpg
Alison_Lohman_0001.jpg, Yes, Yes, YES, Alison_Lohman_0002.jpg
Allen_Iverson_0001.jpg, Yes, Yes, YES, Allen_Iverson_0002.jpg
Allison_Janney_0001.jpg, Yes, Yes, YES, Allison_Janney_0002.jpg
Allyson_Felix_0005.jpg, Yes, Yes, YES, Allyson_Felix_0003.jpg
Alvaro_Noboa_0003.jpg, Yes, Yes, YES, Alvaro_Noboa_0001.jpg
Alvaro_Silva_Calderon_0002.jpg, Yes, Yes, NO, Alan_Greenspan_0004.jpg
Alvaro_Uribe_0024.jpg, Yes, Yes, YES, Alvaro_Uribe_0001.jpg
Amanda_Beard_0001.jpg, Yes, Yes, YES, Amanda_Beard_0002.jpg
Amanda_Bynes_0002.jpg, Yes, Yes, YES, Amanda_Bynes_0003.jpg
Amanda_Coetzer_0001.jpg, Yes, Yes, YES, Amanda_Coetzer_0002.jpg
Amber_Tamblyn_0002.jpg, Yes, Yes, YES, Amber_Tamblyn_0001.jpg
Amelia_Vega_0005.jpg, Yes, Yes, YES, Amelia_Vega_0004.jpg
Amelie_Mauresmo_0011.jpg, Yes, Yes, YES, Amelie_Mauresmo_0017.jpg
Amer_al-Saadi_0004.jpg, Yes, Yes, YES, Amer_al-Saadi_0003.jpg
Amram_Mitzna_0001.jpg, Yes, Yes, YES, Amram_Mitzna_0002.jpg
Ana_Guevara_0004.jpg, Yes, No, NO, 
Ana_Palacio_0006.jpg, Yes, No, NO, 
Anastasia_Myskina_0003.jpg, Yes, No, NO, 
Anders_Ebbeson_0003.jpg, Yes, Yes, YES, Anders_Ebbeson_0002.jpg
Anders_Fogh_Rasmussen_0001.jpg, Yes, Yes, YES, Anders_Fogh_Rasmussen_0003.jpg
Andre_Agassi_0026.jpg, Yes, Yes, YES, Andre_Agassi_0022.jpg
Andrei_Mikhnevich_0001.jpg, Yes, Yes, YES, Andrei_Mikhnevich_0002.jpg
Andrew_Bunner_0002.jpg, Yes, Yes, YES, Andrew_Bunner_0001.jpg
Andrew_Cuomo_0001.jpg, Yes, Yes, YES, Andrew_Cuomo_0002.jpg
Andrew_Niccol_0002.jpg, Yes, Yes, YES, Andrew_Niccol_0001.jpg
Andrew_Weissmann_0001.jpg, Yes, Yes, YES, Andrew_Weissmann_0003.jpg, Charles_Mathews_0001.jpg
Andy_Hebb_0002.jpg, Yes, Yes, YES, Andy_Hebb_0001.jpg
Andy_Roddick_0007.jpg, Yes, No, NO, 
Angela_Bassett_0001.jpg, Yes, Yes, YES, Angela_Bassett_0006.jpg
Angela_Lansbury_0001.jpg, Yes, Yes, YES, Angela_Lansbury_0002.jpg
Angela_Merkel_0003.jpg, Yes, Yes, YES, Angela_Merkel_0001.jpg
Angelina_Jolie_0007.jpg, Yes, No, NO, 
Angelo_Reyes_0001.jpg, Yes, Yes, YES, Angelo_Reyes_0004.jpg, GL_Peiris_0003.jpg
Anibal_Ibarra_0001.jpg, Yes, No, NO, 
Ann_Veneman_0002.jpg, Yes, Yes, YES, Ann_Veneman_0003.jpg
Anna_Kournikova_0006.jpg, Yes, No, NO, 
Anna_Nicole_Smith_0001.jpg, Yes, No, NO, 
Anne_Krueger_0001.jpg, Yes, Yes, YES, Anne_Krueger_0003.jpg
Anne_McLellan_0003.jpg, Yes, Yes, YES, Anne_McLellan_0001.jpg, Ann_Veneman_0003.jpg
Anneli_Jaatteenmaki_0001.jpg, Yes, Yes, YES, Anneli_Jaatteenmaki_0002.jpg
Annette_Bening_0002.jpg, Yes, Yes, YES, Annette_Bening_0001.jpg
Annette_Lu_0001.jpg, Yes, Yes, YES, Annette_Lu_0002.jpg
Anthony_Fauci_0001.jpg, Yes, Yes, YES, Anthony_Fauci_0002.jpg
Anthony_Hopkins_0001.jpg, Yes, Yes, YES, Anthony_Hopkins_0002.jpg
Anthony_LaPaglia_0002.jpg, Yes, Yes, YES, Anthony_LaPaglia_0001.jpg
Antonio_Banderas_0005.jpg, Yes, No, NO, 
Antonio_Palocci_0004.jpg, Yes, Yes, YES, Antonio_Palocci_0002.jpg
Antonio_Trillanes_0001.jpg, Yes, Yes, YES, Antonio_Trillanes_0002.jpg
Antony_Leung_0004.jpg, Yes, Yes, YES, Antony_Leung_0002.jpg, Chang_Dae-whan_0001.jpg, Jong_Thae_Hwa_0001.jpg, Chen_Shui-bian_0005.jpg, Jeong_Se-hyun_0001.jpg
Anwar_Ibrahim_0001.jpg, Yes, Yes, YES, Anwar_Ibrahim_0002.jpg, Dalai_Lama_0001.jpg, Johnson_Panjaitan_0001.jpg
Arantxa_Sanchez-Vicario_0001.jpg, Yes, Yes, YES, Arantxa_Sanchez-Vicario_0002.jpg
Ari_Fleischer_0008.jpg, Yes, Yes, YES, Ari_Fleischer_0009.jpg
Arianna_Huffington_0004.jpg, Yes, Yes, YES, Arianna_Huffington_0003.jpg
Ariel_Sharon_0025.jpg, Yes, Yes, YES, Ariel_Sharon_0071.jpg, George_Brumley_0001.jpg
Arlen_Specter_0001.jpg, Yes, Yes, YES, Arlen_Specter_0003.jpg
Arminio_Fraga_0004.jpg, Yes, Yes, YES, Arminio_Fraga_0005.jpg
Arnaud_Clement_0001.jpg, Yes, No, NO, 
Arnold_Palmer_0002.jpg, Yes, Yes, YES, Arnold_Palmer_0003.jpg
Arnold_Schwarzenegger_0017.jpg, Yes, No, NO, 
Arnoldo_Aleman_0002.jpg, Yes, Yes, YES, Arnoldo_Aleman_0003.jpg
Aron_Ralston_0002.jpg, Yes, Yes, NO, Joan_Claybrook_0002.jpg
Arsinee_Khanjian_0002.jpg, Yes, Yes, YES, Arsinee_Khanjian_0001.jpg
Art_Hoffmann_0002.jpg, Yes, Yes, YES, Art_Hoffmann_0001.jpg
Art_Howe_0003.jpg, Yes, Yes, YES, Art_Howe_0002.jpg
Arturo_Gatti_0003.jpg, Yes, Yes, YES, Arturo_Gatti_0002.jpg, Joe_Gatti_0002.jpg
Arye_Mekel_0001.jpg, Yes, Yes, YES, Arye_Mekel_0002.jpg
Asa_Hutchinson_0001.jpg, Yes, Yes, YES, Asa_Hutchinson_0002.jpg
Ashanti_0004.jpg, Yes, No, NO, 
Ashton_Kutcher_0001.jpg, Yes, Yes, YES, Ashton_Kutcher_0003.jpg
Atal_Bihari_Vajpayee_0013.jpg, Yes, Yes, YES, Atal_Bihari_Vajpayee_0004.jpg, Inam-ul-Haq_0002.jpg
Augustin_Calleri_0003.jpg, Yes, No, NO, 
Augusto_Pinochet_0002.jpg, Yes, Yes, YES, Augusto_Pinochet_0001.jpg
Augusto_Roa_Bastos_0002.jpg, Yes, Yes, YES, Augusto_Roa_Bastos_0001.jpg
Aung_San_Suu_Kyi_0002.jpg, Yes, No, NO, 
Azra_Akin_0002.jpg, Yes, Yes, YES, Azra_Akin_0003.jpg
Barbara_Brezigar_0001.jpg, Yes, No, NO, 
Barbara_Walters_0004.jpg, Yes, No, NO, 
Barbra_Streisand_0003.jpg, Yes, Yes, YES, Barbra_Streisand_0001.jpg
Barrett_Jackman_0001.jpg, Yes, Yes, YES, Barrett_Jackman_0002.jpg
Barry_Alvarez_0001.jpg, Yes, Yes, YES, Barry_Alvarez_0002.jpg, John_Negroponte_0021.jpg
Barry_Zito_0001.jpg, Yes, No, NO, 
Bashar_Assad_0002.jpg, Yes, Yes, YES, Bashar_Assad_0004.jpg
Begum_Khaleda_Zia_0002.jpg, Yes, No, NO, 
Ben_Affleck_0002.jpg, Yes, Yes, YES, Ben_Affleck_0007.jpg
Ben_Curtis_0001.jpg, Yes, Yes, YES, Ben_Curtis_0002.jpg
Ben_Glisan_0002.jpg, Yes, Yes, YES, Ben_Glisan_0001.jpg
Ben_Howland_0001.jpg, Yes, Yes, YES, Ben_Howland_0003.jpg
Benazir_Bhutto_0004.jpg, Yes, Yes, YES, Benazir_Bhutto_0003.jpg
Benjamin_Netanyahu_0003.jpg, Yes, Yes, YES, Benjamin_Netanyahu_0002.jpg
Bernard_Landry_0004.jpg, Yes, No, NO, 
Bernard_Law_0003.jpg, Yes, Yes, YES, Bernard_Law_0001.jpg
Bernard_Lord_0002.jpg, Yes, Yes, YES, Bernard_Lord_0001.jpg
Bernardo_Segura_0002.jpg, Yes, Yes, YES, Bernardo_Segura_0001.jpg
Bertie_Ahern_0002.jpg, Yes, No, NO, 
Bertrand_Bonello_0001.jpg, Yes, Yes, YES, Bertrand_Bonello_0002.jpg
Beth_Jones_0002.jpg, Yes, No, NO, 
Betsy_Smith_0001.jpg, Yes, Yes, YES, Betsy_Smith_0002.jpg
Bijan_Darvish_0002.jpg, Yes, No, NO, 
Bijan_Namdar_Zangeneh_0001.jpg, Yes, Yes, YES, Bijan_Namdar_Zangeneh_0002.jpg
Biljana_Plavsic_0003.jpg, Yes, Yes, YES, Biljana_Plavsic_0002.jpg
Bill_Belichick_0001.jpg, Yes, Yes, YES, Bill_Belichick_0002.jpg
Bill_Callahan_0002.jpg, Yes, Yes, YES, Bill_Callahan_0003.jpg
Bill_Clinton_0015.jpg, Yes, Yes, YES, Bill_Clinton_0005.jpg
Bill_Frist_0001.jpg, Yes, Yes, YES, Bill_Frist_0003.jpg
Bill_Gates_0008.jpg, Yes, Yes, YES, Bill_Gates_0016.jpg
Bill_Graham_0004.jpg, Yes, Yes, YES, Bill_Graham_0006.jpg
Bill_McBride_0009.jpg, Yes, No, NO, 
Bill_Nelson_0001.jpg, Yes, Yes, YES, Bill_Nelson_0002.jpg
Bill_Parcells_0001.jpg, Yes, Yes, YES, Bill_Parcells_0002.jpg
Bill_Paxton_0003.jpg, Yes, Yes, YES, Bill_Paxton_0004.jpg
Bill_Simon_0003.jpg, Yes, Yes, YES, Bill_Simon_0004.jpg
Bill_Sizemore_0001.jpg, Yes, Yes, YES, Bill_Sizemore_0002.jpg
Billy_Crystal_0003.jpg, Yes, No, NO, 
Billy_Graham_0002.jpg, Yes, Yes, YES, Billy_Graham_0001.jpg
Billy_Sollie_0001.jpg, Yes, Yes, YES, Billy_Sollie_0002.jpg
Binyamin_Ben-Eliezer_0007.jpg, Yes, Yes, YES, Binyamin_Ben-Eliezer_0005.jpg
Blythe_Danner_0002.jpg, Yes, Yes, YES, Blythe_Danner_0001.jpg
Blythe_Hartley_0002.jpg, Yes, Yes, YES, Blythe_Hartley_0001.jpg
Bo_Pelini_0002.jpg, Yes, Yes, YES, Bo_Pelini_0001.jpg
Bo_Ryan_0001.jpg, Yes, Yes, YES, Bo_Ryan_0002.jpg
Bob_Beauprez_0001.jpg, Yes, Yes, YES, Bob_Beauprez_0002.jpg, Alejandro_Atchugarry_0002.jpg
Bob_Colvin_0002.jpg, Yes, Yes, YES, Bob_Colvin_0001.jpg
Bob_Dole_0003.jpg, Yes, Yes, YES, Bob_Dole_0001.jpg
Bob_Geldof_0001.jpg, Yes, Yes, YES, Bob_Geldof_0002.jpg
Bob_Graham_0001.jpg, Yes, Yes, YES, Bob_Graham_0004.jpg
Bob_Hope_0003.jpg, Yes, Yes, YES, Bob_Hope_0008.jpg, John_McEnroe_0001.jpg
Bob_Huggins_0004.jpg, Yes, No, NO, 
Bob_Stoops_0002.jpg, Yes, Yes, YES, Bob_Stoops_0007.jpg
Bobby_Goldwater_0002.jpg, Yes, Yes, YES, Bobby_Goldwater_0001.jpg, Fayssal_Mekdad_0004.jpg
Bobby_Robson_0002.jpg, Yes, Yes, YES, Bobby_Robson_0001.jpg
Bode_Miller_0001.jpg, Yes, Yes, YES, Bode_Miller_0002.jpg
Bono_0001.jpg, Yes, No, NO, 
Boris_Becker_0003.jpg, Yes, Yes, YES, Boris_Becker_0004.jpg
Boris_Berezovsky_0001.jpg, Yes, Yes, YES, Boris_Berezovsky_0002.jpg
Boris_Yeltsin_0001.jpg, Yes, Yes, YES, Boris_Yeltsin_0002.jpg
Brad_Garrett_0002.jpg, Yes, Yes, YES, Brad_Garrett_0003.jpg
Brad_Johnson_0002.jpg, Yes, No, NO, 
Branko_Crvenkovski_0001.jpg, Yes, Yes, YES, Branko_Crvenkovski_0002.jpg
Brendan_Hansen_0002.jpg, Yes, No, NO, 
Brian_Cowen_0001.jpg, Yes, Yes, YES, Brian_Cowen_0002.jpg
Brian_Griese_0001.jpg, Yes, Yes, YES, Brian_Griese_0002.jpg
Brian_Heidik_0001.jpg, Yes, No, NO, 
Brian_Mulroney_0002.jpg, Yes, Yes, YES, Brian_Mulroney_0001.jpg
Brian_Wells_0002.jpg, Yes, Yes, YES, Brian_Wells_0001.jpg
Bridget_Fonda_0002.jpg, Yes, Yes, YES, Bridget_Fonda_0003.jpg
Bridgette_Wilson-Sampras_0002.jpg, Yes, Yes, YES, Bridgette_Wilson-Sampras_0003.jpg
Brigitte_Boisselier_0001.jpg, Yes, Yes, YES, Brigitte_Boisselier_0002.jpg
Britney_Spears_0001.jpg, Yes, Yes, YES, Britney_Spears_0009.jpg
Brooke_Shields_0002.jpg, Yes, Yes, YES, Brooke_Shields_0001.jpg
Bruce_Springsteen_0002.jpg, Yes, Yes, YES, Bruce_Springsteen_0003.jpg
Bruce_Van_De_Velde_0002.jpg, Yes, Yes, YES, Bruce_Van_De_Velde_0001.jpg
Bruce_Weber_0002.jpg, Yes, Yes, YES, Bruce_Weber_0001.jpg
Bud_Selig_0003.jpg, Yes, No, NO, 
Bulent_Ecevit_0002.jpg, Yes, Yes, YES, Bulent_Ecevit_0004.jpg, Carlos_Mesa_0002.jpg
Butch_Davis_0002.jpg, Yes, Yes, YES, Butch_Davis_0001.jpg
Byron_Scott_0001.jpg, Yes, Yes, YES, Byron_Scott_0002.jpg
Calista_Flockhart_0006.jpg, Yes, Yes, YES, Calista_Flockhart_0002.jpg
Cameron_Diaz_0006.jpg, Yes, Yes, YES, Cameron_Diaz_0004.jpg
Camilla_Parker_Bowles_0002.jpg, Yes, Yes, YES, Camilla_Parker_Bowles_0001.jpg
Candice_Bergen_0003.jpg, Yes, No, NO, 
Candie_Kung_0002.jpg, Yes, Yes, YES, Candie_Kung_0003.jpg
Carl_Reiner_0001.jpg, Yes, Yes, YES, Carl_Reiner_0002.jpg
Carla_Del_Ponte_0003.jpg, Yes, Yes, YES, Carla_Del_Ponte_0001.jpg
Carla_Myers_0001.jpg, Yes, Yes, YES, Carla_Myers_0002.jpg
Carlo_Ancelotti_0001.jpg, Yes, Yes, YES, Carlo_Ancelotti_0003.jpg
Carlos_Bianchi_0002.jpg, Yes, Yes, YES, Carlos_Bianchi_0001.jpg
Carlos_Ghosn_0002.jpg, Yes, Yes, YES, Carlos_Ghosn_0001.jpg, Ben_Howland_0003.jpg, John_McEnroe_0001.jpg
Carlos_Manuel_Pruneda_0003.jpg, Yes, Yes, YES, Carlos_Manuel_Pruneda_0002.jpg
Carlos_Menem_0001.jpg, Yes, Yes, YES, Carlos_Menem_0013.jpg, Dick_Clark_0001.jpg
Carlos_Mesa_0001.jpg, Yes, Yes, YES, Carlos_Mesa_0002.jpg
Carlos_Moya_0018.jpg, Yes, No, NO, 
Carlos_Ortega_0003.jpg, Yes, Yes, YES, Carlos_Ortega_0002.jpg
Carlos_Quintanilla_Schmidt_0001.jpg, Yes, Yes, YES, Carlos_Quintanilla_Schmidt_0002.jpg
Carlos_Ruiz_0001.jpg, Yes, No, NO, 
Carlos_Vives_0002.jpg, Yes, No, NO, 
Carly_Fiorina_0001.jpg, Yes, Yes, NO, Biljana_Plavsic_0002.jpg
Carmen_Electra_0002.jpg, Yes, Yes, YES, Carmen_Electra_0006.jpg
Carol_Burnett_0002.jpg, Yes, Yes, YES, Carol_Burnett_0001.jpg
Carol_Moseley_Braun_0001.jpg, Yes, Yes, YES, Carol_Moseley_Braun_0002.jpg
Carolina_Kluft_0003.jpg, Yes, Yes, NO, Claire_Hentzen_0002.jpg
Carolina_Moraes_0002.jpg, Yes, Yes, YES, Carolina_Moraes_0001.jpg
Caroline_Kennedy_0002.jpg, Yes, Yes, YES, Caroline_Kennedy_0003.jpg
Carolyn_Dawn_Johnson_0003.jpg, Yes, Yes, YES, Carolyn_Dawn_Johnson_0002.jpg
Carrie-Anne_Moss_0001.jpg, Yes, No, NO, 
Carson_Daly_0002.jpg, Yes, Yes, YES, Carson_Daly_0001.jpg
Carson_Palmer_0003.jpg, Yes, No, NO, 
Cate_Blanchett_0002.jpg, Yes, Yes, YES, Cate_Blanchett_0004.jpg
Catherine_Deneuve_0001.jpg, Yes, Yes, YES, Catherine_Deneuve_0002.jpg
Catherine_Zeta-Jones_0002.jpg, Yes, Yes, YES, Catherine_Zeta-Jones_0004.jpg
Cathy_Freeman_0002.jpg, Yes, Yes, YES, Cathy_Freeman_0001.jpg
Cecilia_Bolocco_0002.jpg, Yes, No, NO, 
Celine_Dion_0008.jpg, Yes, No, NO, 
Celso_Amorim_0002.jpg, Yes, Yes, NO, John_Bolton_0008.jpg
Cesar_Gaviria_0002.jpg, Yes, Yes, YES, Cesar_Gaviria_0007.jpg
Cesar_Maia_0002.jpg, Yes, Yes, YES, Cesar_Maia_0001.jpg
Chakib_Khelil_0001.jpg, Yes, Yes, YES, Chakib_Khelil_0002.jpg
Chan_Gailey_0002.jpg, Yes, No, NO, 
Chanda_Rubin_0002.jpg, Yes, Yes, YES, Chanda_Rubin_0005.jpg
Chang_Dae-whan_0002.jpg, Yes, Yes, YES, Chang_Dae-whan_0001.jpg, Annette_Lu_0002.jpg, Jia_Qinglin_0001.jpg, Choi_Sung-hong_0004.jpg, Hu_Jintao_0013.jpg
Charles_Bronson_0001.jpg, Yes, No, NO, 
Charles_Grassley_0002.jpg, Yes, Yes, YES, Charles_Grassley_0001.jpg
Charles_Kartman_0002.jpg, Yes, Yes, YES, Charles_Kartman_0001.jpg
Charles_Mathews_0002.jpg, Yes, Yes, YES, Charles_Mathews_0001.jpg
Charles_Moose_0003.jpg, Yes, Yes, YES, Doug_Duncan_0002.jpg, Charles_Moose_0001.jpg
Charles_Schumer_0001.jpg, Yes, Yes, YES, Boris_Berezovsky_0002.jpg, Guillermo_Ortiz_0001.jpg, Charles_Schumer_0002.jpg
Charles_Taylor_0004.jpg, Yes, Yes, YES, Charles_Taylor_0002.jpg
Charlie_Zaa_0001.jpg, Yes, Yes, YES, Charlie_Zaa_0002.jpg
Charlotte_Rampling_0001.jpg, Yes, Yes, YES, Charlotte_Rampling_0002.jpg, Jennifer_Keller_0001.jpg
Charlton_Heston_0001.jpg, Yes, No, NO, 
Chen_Liang_Yu_0001.jpg, Yes, Yes, YES, Chen_Liang_Yu_0002.jpg, Hichiro_Naemura_0001.jpg
Chen_Shui-bian_0001.jpg, Yes, Yes, YES, Chen_Shui-bian_0005.jpg, Jeong_Se-hyun_0001.jpg, Chen_Shui-bian_0005.jpg, Gary_Locke_0001.jpg
Cherie_Blair_0003.jpg, Yes, Yes, YES, Cherie_Blair_0002.jpg
Chick_Hearn_0003.jpg, Yes, Yes, YES, Chick_Hearn_0001.jpg, Binyamin_Ben-Eliezer_0005.jpg
Chita_Rivera_0001.jpg, Yes, Yes, NO, Hamzah_Haz_0002.jpg, Charles_Mathews_0001.jpg, Geraldine_Chaplin_0001.jpg, Diana_Munz_0003.jpg, Abdullah_al-Attiyah_0002.jpg
Choi_Sung-hong_0005.jpg, Yes, Yes, YES, Choi_Sung-hong_0004.jpg
Chok_Tong_Goh_0002.jpg, Yes, Yes, YES, Chok_Tong_Goh_0001.jpg, Jorge_Batlle_0003.jpg
Chris_Bell_0002.jpg, Yes, Yes, YES, Chris_Bell_0001.jpg
Chris_Byrd_0002.jpg, Yes, No, NO, 
Chris_Cooper_0001.jpg, Yes, Yes, YES, Chris_Cooper_0002.jpg
Chris_Rock_0002.jpg, Yes, Yes, YES, Chris_Rock_0001.jpg
Chris_Tucker_0001.jpg, Yes, Yes, YES, Chris_Tucker_0002.jpg
Christian_Fittipaldi_0001.jpg, Yes, No, NO, 
Christian_Longo_0002.jpg, Yes, Yes, YES, Christian_Longo_0003.jpg
Christian_Wulff_0001.jpg, Yes, Yes, YES, Christian_Wulff_0002.jpg
Christina_Aguilera_0003.jpg, Yes, No, NO, 
Christine_Baumgartner_0001.jpg, Yes, No, NO, 
Christine_Ebersole_0001.jpg, Yes, No, NO, 
Christine_Gregoire_0004.jpg, Yes, Yes, YES, Christine_Gregoire_0003.jpg
Christine_Todd_Whitman_0006.jpg, Yes, Yes, YES, Christine_Todd_Whitman_0002.jpg
Christopher_Patten_0002.jpg, Yes, Yes, YES, Christopher_Patten_0001.jpg
Christopher_Reeve_0003.jpg, Yes, Yes, YES, Christopher_Reeve_0002.jpg
Christopher_Walken_0002.jpg, Yes, Yes, YES, Christopher_Walken_0004.jpg
Chuck_Amato_0002.jpg, Yes, Yes, YES, Chuck_Amato_0001.jpg
Chuck_Yeager_0001.jpg, Yes, Yes, YES, Chuck_Yeager_0002.jpg
Chung_Mong-hun_0001.jpg, Yes, Yes, YES, Chung_Mong-hun_0002.jpg
Chung_Mong-joon_0001.jpg, Yes, Yes, YES, Chung_Mong-joon_0002.jpg
Cindy_Crawford_0001.jpg, Yes, Yes, YES, Cindy_Crawford_0002.jpg
Cindy_Margolis_0002.jpg, Yes, Yes, YES, Cindy_Margolis_0001.jpg
Ciro_Gomes_0003.jpg, Yes, Yes, YES, Ciro_Gomes_0001.jpg
Claire_Danes_0001.jpg, Yes, No, NO, 
Claire_Hentzen_0001.jpg, Yes, Yes, YES, Claire_Hentzen_0002.jpg
Claire_Leger_0002.jpg, Yes, Yes, YES, Claire_Leger_0001.jpg
Clara_Harris_0004.jpg, Yes, Yes, YES, Clara_Harris_0003.jpg
Clare_Short_0001.jpg, Yes, Yes, YES, Clare_Short_0002.jpg
Claudia_Pechstein_0001.jpg, Yes, No, NO, 
Claudia_Schiffer_0002.jpg, Yes, No, NO, 
Clay_Aiken_0002.jpg, Yes, Yes, YES, Clay_Aiken_0006.jpg
Clint_Eastwood_0001.jpg, Yes, Yes, YES, Clint_Eastwood_0002.jpg
Colin_Farrell_0002.jpg, Yes, Yes, YES, Colin_Farrell_0008.jpg
Colin_Jackson_0002.jpg, Yes, Yes, YES, Colin_Jackson_0001.jpg
Colin_Montgomerie_0002.jpg, Yes, Yes, YES, Colin_Montgomerie_0003.jpg
Colin_Powell_0043.jpg, Yes, Yes, YES, Colin_Powell_0066.jpg, Chok_Tong_Goh_0001.jpg, GL_Peiris_0003.jpg
Conan_OBrien_0001.jpg, Yes, Yes, YES, Conan_OBrien_0003.jpg
Conchita_Martinez_0003.jpg, Yes, Yes, YES, Conchita_Martinez_0002.jpg
